date,price_usd
2025-10-13,541.6402409135136
2025-10-14,546.6799621237868
2025-10-15,539.2489864469007
2025-10-16,522.5372084391172
2025-10-17,503.9759476877491
2025-10-18,470.0265685760401
2025-10-19,468.3056070533806
2025-10-20,472.85845302180246
2025-10-21,479.12070888848933
2025-10-22,481.5535819308917
2025-10-23,473.4763204303871
2025-10-24,480.98975548990467
2025-10-25,502.31347647368045
2025-10-26,508.23708772891024
2025-10-27,558.248633354504
2025-10-28,556.2885122002152
2025-10-29,558.302790340647
2025-10-30,557.3432571970644
2025-10-31,541.2886840119161
2025-11-01,536.7359797665563
2025-11-02,554.5711555707456
2025-11-03,536.2279466030601
2025-11-04,504.931979462231
2025-11-05,481.4398832893058
2025-11-06,489.75942095974324
2025-11-07,471.8769988547997
2025-11-08,510.8521990027757
2025-11-09,495.67311070323404
2025-11-10,502.53720360478235
2025-11-11,517.0913579332539
2025-11-12,505.1360494901352
2025-11-13,506.6489466588028
2025-11-14,509.084432660278
2025-11-15,481.87970775266757
2025-11-16,502.1592128327599
2025-11-17,484.36704380666316
2025-11-18,490.28209495016574
2025-11-19,523.1361510778842
2025-11-20,485.2058008721653
2025-11-21,480.863732575351
2025-11-22,533.609941522437
2025-11-23,557.3311675115526
2025-11-24,539.7868317556973
2025-11-25,549.7480027307822
2025-11-26,527.1663291308781
2025-11-27,544.4576957129538
2025-11-28,532.6372022218095
2025-11-29,549.4973527637612
2025-11-30,521.6705212427323
2025-12-01,541.8999397903925
2025-12-02,522.7798366668262
2025-12-03,546.6345079050446
2025-12-04,591.7951530917355
2025-12-05,574.5539277806389
2025-12-06,558.8972443444111
2025-12-07,583.5824061269901
2025-12-08,598.1060829994927
2025-12-08,578.5804817406878
